Gene,basal_avg,basal_down,basal_up,her2_avg,her2_down,her2_up,lumA_avg,lumA_down,lumA_up,lumB_avg,lumB_down,lumB_up
ACTR5,-0.601381925,-0.786485382,-0.416278468,0.125479313,-0.13474166,0.385700286,-0.151036343,-0.347309513,0.045236827,0.53303995,0.324344539,0.74173536
ACTR6,0.046022816,-0.172174064,0.264219695,-0.286294144,-0.666361414,0.093773127,-0.042911479,-0.251078671,0.165255713,0.149753461,-0.039805334,0.339312256
ACTR8,-0.417065478,-0.638513663,-0.195617293,-0.294793169,-0.74669431,0.157107971,0.208944513,0.038202398,0.379686628,0.259957202,0.103649759,0.416264644
ACVR1,-0.02282586,-0.438976826,0.393325106,0.138851972,-0.275207416,0.55291136,0.126545112,-0.17229235,0.425382575,-0.223388113,-0.504596033,0.057819807
ACY1,-0.664532728,-0.898057786,-0.43100767,0.209860074,-0.014712481,0.434432628,0.492461498,0.263884385,0.721038611,-0.07847276,-0.232024715,0.075079195
ACYP1,-0.160643027,-0.367027012,0.045740958,-0.59884283,-0.855544467,-0.342141194,0.169318339,-0.012387713,0.35102439,0.257640278,0.018601907,0.496678648
ACYP2,0.560274767,0.324378847,0.796170687,-0.21501675,-0.584384718,0.154351218,0.058191394,-0.096099499,0.212482288,-0.368464453,-0.560591504,-0.176337403
ADA,0.40922173,0.152676021,0.66576744,0.309492798,0.071965617,0.547019978,-0.20049346,-0.4377328,0.036745879,-0.26952313,-0.429359977,-0.109686284
ADAL,-0.627204992,-0.831204789,-0.423205194,-0.621311508,-0.816434479,-0.426188536,0.574797586,0.353812217,0.795782956,0.246643733,0.061880511,0.431406956
ADAM10,0.196571941,-0.030571441,0.423715322,-0.25611317,-0.547575949,0.035349609,0.420575888,0.18766326,0.653488516,-0.422424263,-0.574198116,-0.27065041
ADAM12,0.197110343,-0.366766746,0.760987431,-0.266626963,-0.613702018,0.080448092,-0.137698255,-0.37967363,0.10427712,0.216764397,-0.3519414,0.785470193
ADAM15,0.251258423,0.113433072,0.389083774,0.049977226,-0.428105359,0.52805981,-0.201177798,-0.368600988,-0.033754608,0.000314256,-0.213424856,0.214053367
ADAM17,0.418172153,0.207661261,0.628683044,-0.590229593,-1.007116014,-0.173343172,0.231962248,0.047447424,0.416477072,-0.240811472,-0.396117925,-0.085505019
ADAM22,-0.211049283,-0.401470205,-0.020628361,0.695698833,0.170136315,1.221261351,0.105195623,-0.221716508,0.432107755,-0.382044218,-0.869639359,0.105550922
ADAM9,0.433907302,0.203560599,0.664254005,-0.087353929,-0.510201542,0.335493684,-0.135623147,-0.300952688,0.029706395,-0.120649449,-0.319317564,0.078018667
ADAMDEC1,0.400867088,0.144443234,0.657290942,-0.659086998,-0.895663387,-0.42251061,-0.02589363,-0.442544775,0.390757515,-0.082927305,-0.330946568,0.165091959
ADAMTS12,-0.119789339,-0.308204828,0.06862615,-0.278731744,-0.741621346,0.184157858,0.255139036,0.065068988,0.445209083,-0.033600659,-0.282725586,0.215524267
ADAMTS18,0.214554015,-0.05862549,0.48773352,0.063895732,-0.254710793,0.382502256,-0.15490015,-0.376367343,0.066567043,-0.034980534,-0.277456761,0.207495694
ADAMTS2,0.029833807,-0.199475943,0.259143556,-0.114195938,-0.606510613,0.378118737,0.049266584,-0.162963311,0.261496478,0.00365997,-0.141422606,0.148742546
ADAMTS3,0.26349933,0.07675438,0.45024428,-0.956851186,-1.503260124,-0.410442249,0.518209868,0.246845104,0.789574633,-0.506036733,-0.82253571,-0.189537755
ADAMTS4,0.610012739,0.467784582,0.752240895,0.059871771,-0.317479199,0.437222741,-0.346029664,-0.493068582,-0.198990745,-0.155833679,-0.392798933,0.081131576
ADAMTS5,-0.355510654,-0.741941631,0.030920323,0.218300396,-0.184844715,0.621445506,0.140247678,-0.104370236,0.384865593,0.091387727,-0.200033171,0.382808625
ADAMTS6,0.428299204,0.064745564,0.791852844,0.11018592,-0.209405047,0.429776888,-0.196755556,-0.539685261,0.146174149,-0.252708768,-0.506207612,0.000790075
ADAMTS7,-0.272759459,-0.651008633,0.105489715,0.376230657,-0.191602492,0.944063806,-0.111373723,-0.401349735,0.178602289,0.200743925,0.069178782,0.332309068
ADAMTSL1,-0.179823925,-0.609683721,0.250035872,-0.483694235,-0.917854612,-0.049533859,0.035570617,-0.278856351,0.349997585,0.341144444,0.169600543,0.512688346
ADAMTSL2,-0.067191194,-0.338177913,0.203795526,-0.058591263,-0.378914308,0.261731781,-0.066382238,-0.31760938,0.184844905,0.159661503,-0.139777978,0.459100983
ADAMTSL4,0.546172203,0.350279044,0.742065361,-0.724945666,-1.128599802,-0.32129153,-0.07215351,-0.265468229,0.121161208,0.04474797,-0.112213449,0.20170939
ADAP1,0.382178423,0.158488937,0.605867909,0.087720652,-0.114474396,0.2899157,-0.096318245,-0.308965298,0.116328808,-0.238189158,-0.467851134,-0.008527183
ADAP2,-0.085909701,-0.370680295,0.198860893,0.176111504,-0.038918915,0.391141923,0.001806704,-0.228149055,0.231762464,-0.025354901,-0.209922948,0.159213146
ADAR,-0.063933973,-0.360841106,0.232973161,-0.247565493,-0.511657263,0.016526277,-0.059739317,-0.259549463,0.14007083,0.228983405,0.04607445,0.411892359
ADARB1,0.202304242,-0.043314254,0.447922739,-0.266488828,-0.676951873,0.143974217,-0.080048098,-0.271193486,0.111097291,0.058228993,-0.111995787,0.228453772
ADAT1,0.076199733,-0.147050365,0.299449832,-0.622132615,-1.023210945,-0.221054286,0.082694658,-0.229230226,0.394619541,0.177556658,-0.018972682,0.374085997
ADAT2,0.136941516,-0.203675565,0.477558596,0.047919019,-0.172314838,0.268152876,-0.341055153,-0.81227186,0.130161554,0.187131068,-0.104036084,0.478298219
ADAT3,0.043318945,-0.187391776,0.274029666,0.089544488,-0.111724783,0.290813759,0.001915921,-0.304928629,0.308760471,-0.073818031,-0.284340191,0.136704129
ADCK1,-0.585631974,-0.873067941,-0.298196007,0.23420688,-0.313415031,0.781828791,0.384237023,0.116464523,0.652009523,-0.11645168,-0.347750922,0.114847563
ADCK5,0.109699555,-0.323284472,0.542683582,0.383149878,0.129645491,0.636654266,-0.26231798,-0.434637948,-0.089998011,-0.018615897,-0.273441499,0.236209705
ADCY10,0.340439856,0.065296733,0.61558298,-0.278562806,-1.060815957,0.503690345,0.000879629,-0.3039179,0.305677157,-0.17554244,-0.356732287,0.005647408
ADCY2,-0.258194442,-0.48637026,-0.030018623,0.026793106,-0.297251936,0.350838148,0.386265621,0.053076049,0.719455192,-0.194314965,-0.507192775,0.118562845
ADCY4,-0.543246651,-0.890470525,-0.196022777,-0.049330746,-0.41805904,0.319397549,0.189053711,-0.207217149,0.585324571,0.323119305,-0.055614783,0.701853392
ADCY5,-0.771495148,-1.216543115,-0.326447181,-0.283231483,-0.659848589,0.093385624,0.305673116,0.015163823,0.596182409,0.122251447,-0.201015989,0.445518883
ADCY6,-0.337233585,-0.55472673,-0.119740439,-0.621384962,-1.119521243,-0.123248681,0.370407134,0.076192689,0.66462158,-0.069364935,-0.327027737,0.188297868
ADCY7,0.084602107,-0.183771811,0.352976025,-0.44315263,-0.775452745,-0.110852515,0.450458723,0.182347877,0.718569568,-0.203305198,-0.49403628,0.087425883
ADCY9,0.880931826,-0.473723426,2.235587078,-0.768009023,-1.90604284,0.370024794,-0.110877024,-0.425608455,0.203854408,0.090345605,-0.140987611,0.321678821
ADD1,0.449633093,0.205442063,0.693824124,-0.204693225,-0.460300736,0.050914285,0.080421345,-0.168564033,0.329406722,-0.311948662,-0.460213302,-0.163684022
ADD2,0.902999548,0.732251587,1.073747509,-0.396630367,-0.617825829,-0.175434904,-0.235412816,-0.440974732,-0.029850899,-0.253330529,-0.447721047,-0.058940011
ADD3,0.387878535,0.117871166,0.657885904,-0.043206798,-0.298145549,0.211731954,0.129822277,-0.113959971,0.373604526,-0.393718518,-0.522833791,-0.264603245
ADGB,0.015590227,-0.335852412,0.367032865,0.230438023,-0.407558557,0.868434604,-0.091836177,-0.452952699,0.269280345,-0.060246389,-0.269254585,0.148761806
ADGRA2,0.278114212,0.047377395,0.508851029,-0.798065881,-1.157935595,-0.438196167,0.213739838,-0.105782771,0.533262447,-0.042887614,-0.330675215,0.244899987
ADGRE2,0.332799056,0.114161288,0.551436825,-0.296696239,-0.656299658,0.06290718,-0.305541125,-0.513928812,-0.097153439,0.191559072,0.014772855,0.368345289
ADGRE5,0.395290647,0.177925682,0.612655613,0.227276964,0.022158972,0.432394956,-0.524441781,-0.745977946,-0.302905615,0.092483572,-0.108020061,0.292987206
ADGRF3,0.337672964,0.066989356,0.608356571,-0.368460857,-0.831468029,0.094546315,-0.405888308,-0.773704974,-0.038071641,0.278764405,-0.224312486,0.781841296
ADGRF5,0.64764856,0.232182205,1.063114916,-0.348452789,-0.613783344,-0.083122233,-0.208199314,-0.480494236,0.064095608,-0.071551244,-0.2267648,0.083662312
ADGRG1,0.164692696,-0.049081252,0.378466644,-0.151530361,-0.413257103,0.110196381,-0.170056812,-0.413405682,0.073292059,0.11521677,-0.085604654,0.316038193
ADGRG4,0.612434196,0.328084383,0.896784009,-0.550793161,-1.023012886,-0.078573436,0.008971057,-0.190600822,0.208542935,-0.164931185,-0.404944723,0.075082352
ADGRL1,-0.359673859,-0.697271248,-0.02207647,-0.193496784,-0.702156112,0.315162544,0.155934971,-0.094186427,0.40605637,0.172763909,-0.079062858,0.424590677
ADGRL2,0.68880922,0.435635915,0.941982525,-0.082244465,-0.294616838,0.130127908,-0.241293707,-0.440790483,-0.041796932,-0.235407026,-0.441646975,-0.029167077
ADGRL4,0.25266891,-0.224429059,0.729766879,-0.018448571,-0.350975439,0.314078297,0.145784191,-0.187869424,0.479437805,-0.300393702,-0.468837369,-0.131950035
ADGRV1,0.124871544,-0.17901752,0.428760609,-0.024722566,-0.431619782,0.38217465,-0.268364653,-0.504792386,-0.03193692,0.105912886,-0.192903222,0.404728995
ADH1B,-0.102360227,-0.375308331,0.170587876,-0.034780306,-0.370181197,0.300620585,0.395227541,0.195156937,0.595298145,-0.284599403,-0.440169764,-0.129029043
ADH1C,-0.087797357,-0.357773536,0.182178822,-0.128421802,-0.46679834,0.209954736,0.430819169,0.237402827,0.62423551,-0.282809451,-0.44279239,-0.122826513
ADH4,-0.002951755,-0.270196972,0.264293462,-0.013906504,-0.367704154,0.339891147,0.34601929,0.144626541,0.547412039,-0.322434752,-0.474999807,-0.169869696
ADH5,0.309976421,0.046880891,0.573071952,-0.543930398,-0.844696042,-0.243164753,0.377355864,0.181166174,0.573545553,-0.32214982,-0.477701185,-0.166598455
ADHFE1,-0.05901978,-0.3130016,0.194962041,0.182592861,-0.354080465,0.719266188,0.285437818,0.031721289,0.539154347,-0.315490341,-0.516363042,-0.11461764
ADI1,0.558132713,0.403714954,0.712550472,0.145429289,-0.170654902,0.46151348,-0.224095313,-0.425423329,-0.022767296,-0.276556172,-0.49834948,-0.054762863
ADIPOR1,-0.717556396,-0.913255264,-0.521857528,0.21001997,-0.216450969,0.636490908,0.003548762,-0.235841788,0.242939313,0.34752935,0.204027963,0.491030736
ADIPOR2,-0.530176549,-0.794505213,-0.265847884,0.102252182,-0.342490596,0.54699496,-0.378559158,-0.681841469,-0.075276847,0.669718399,0.315501614,1.023935184
ADIRF,-0.5693774,-0.836304491,-0.30245031,-0.065755277,-0.321106088,0.189595534,0.44711249,0.252696975,0.641528005,0.031427886,-0.143836525,0.206692297
ADK,-0.317249698,-0.585618197,-0.0488812,0.06163278,-0.109899443,0.233165004,0.337642741,0.180852186,0.494433297,-0.11645341,-0.364027108,0.131120288
ADNP,-0.121698637,-0.357089223,0.11369195,-0.010142055,-0.36551343,0.345229321,-0.184049015,-0.333816554,-0.034281476,0.272725311,0.042755872,0.502694749
ADNP2,-0.022937078,-0.16692696,0.121052805,-0.348041398,-0.759279401,0.063196605,-0.056378341,-0.355710034,0.242953353,0.274776996,0.130227265,0.419326728
ADO,-0.214359358,-0.395295674,-0.033423041,-0.18694837,-0.540101697,0.166204957,-0.020711912,-0.259797004,0.218373181,0.274092619,0.0908435,0.457341737
ADPGK,0.544501639,0.258046596,0.830956683,0.234488228,0.015720655,0.453255802,-0.200187183,-0.384686449,-0.015687918,-0.333774293,-0.518111727,-0.149436858
ADPRH,0.379685876,0.160547072,0.59882468,-0.399504646,-0.683894706,-0.115114587,-0.18009209,-0.388632869,0.028448689,0.087576169,-0.121734806,0.296887145
ADPRHL1,0.097813127,-0.12854197,0.324168224,-0.434428715,-0.803771807,-0.065085623,-0.202051078,-0.446482139,0.042379983,0.451547439,0.265973769,0.637121109
ADPRM,-0.197532387,-0.3592644,-0.035800373,-0.374226376,-0.906360796,0.157908043,0.376984139,0.071789463,0.682178815,-0.109601485,-0.359262529,0.140059559
ADPRS,-0.11478711,-0.351738233,0.122164013,-0.308365753,-0.623617843,0.006886337,0.231018424,0.012641201,0.449395647,0.018880553,-0.171256545,0.209017652
ADRM1,-0.058430453,-0.26436628,0.147505373,-0.406273655,-0.892774949,0.080227639,0.015646176,-0.155282295,0.186574647,0.231965415,0.069012007,0.394918823
ADSL,0.68958304,0.47258038,0.906585701,0.198594397,-0.071807448,0.468996242,-0.736426718,-0.91469134,-0.558162095,0.089257793,-0.076473742,0.254989327
ADSS1,-0.103358802,-0.321260914,0.11454331,0.272889361,-0.134573789,0.680352512,-0.078434818,-0.245047781,0.088178144,0.016241122,-0.197740321,0.230222565
ADSS2,0.115627127,-0.126676053,0.357930307,0.709865137,0.445987024,0.97374325,-0.0949067,-0.287078121,0.097264721,-0.350700659,-0.549018286,-0.152383033
AEBP1,-0.322938688,-0.502692951,-0.143184426,0.052188547,-0.248491714,0.352868807,0.114046811,-0.13114154,0.359235161,0.106814883,-0.094072976,0.307702741
AEBP2,-0.116815573,-0.447207653,0.213576508,-0.382063478,-0.761332848,-0.002794108,0.154875809,-0.107534948,0.417286567,0.161435806,-0.017083283,0.339954895
AFAP1,0.474432676,0.237567083,0.711298269,-0.086585361,-0.434694377,0.261523655,-0.184437682,-0.409508061,0.040632697,-0.135779048,-0.288278596,0.0167205
AFAP1L1,0.37788902,0.112379671,0.643398369,-0.050726229,-0.488393432,0.386940974,-0.16164328,-0.343834117,0.020547557,-0.087400131,-0.231748256,0.056947994
AFAP1L2,0.017211433,-0.176869584,0.21129245,-0.300564323,-0.494090766,-0.10703788,0.162965884,-0.05678873,0.382720498,-0.018802052,-0.268386935,0.23078283
AFDN,0.49364247,0.295184267,0.692100672,-0.463568792,-0.63678877,-0.290348815,-0.113056483,-0.33122049,0.105107524,-0.03010166,-0.261759186,0.201555866
AFF1,-0.115973563,-0.41802942,0.186082294,0.178485334,-0.295141443,0.652112111,-0.014223827,-0.220766065,0.192318412,0.027816404,-0.209981522,0.265614331
AFF3,-0.409422531,-0.602514649,-0.216330412,-0.436958576,-0.77110926,-0.102807893,0.041095121,-0.203680702,0.285870943,0.458779386,0.287322663,0.63023611
AFF4,0.169978429,0.008254372,0.331702486,-0.007892105,-0.396785759,0.381001549,-0.175596099,-0.432254537,0.081062339,0.044741825,-0.116902574,0.206386224
AFG1L,0.12131306,-0.129318577,0.371944698,-0.204875586,-0.520970824,0.111219652,-0.064414311,-0.267767552,0.138938929,0.073183379,-0.129481614,0.275848373
AFG3L2,0.344164059,0.13658186,0.551746257,-0.120546027,-0.531031159,0.289939105,-0.103285822,-0.318699058,0.112127414,-0.098867784,-0.265387691,0.067652123
AFM,0.39137144,0.105452209,0.677290671,-0.155569271,-0.368474482,0.05733594,0.0719388,-0.148602718,0.292480318,-0.284685295,-0.456411564,-0.112959025
AFMID,-0.478252975,-0.72230736,-0.23419859,0.023475457,-0.317621072,0.364571987,0.061300304,-0.051608515,0.174209124,0.288205878,0.052138393,0.524273362
AFTPH,-0.406800545,-0.626472439,-0.187128651,-0.398006641,-0.566958909,-0.229054372,0.196856065,-0.011001475,0.404713605,0.31545,0.088445923,0.542454077
AGA,-0.201043246,-0.414362164,0.012275672,0.166066675,-0.018830198,0.350963547,0.057037886,-0.204138802,0.318214575,0.013087789,-0.19063437,0.216809949
AGAP1,-0.042556513,-0.256453106,0.17134008,-0.782435623,-1.164442308,-0.400428937,0.387856356,0.21493865,0.560774062,0.051439522,-0.127654078,0.230533121
AGAP2,0.277004055,0.017948489,0.536059621,-0.361400416,-0.776829048,0.054028216,-0.140990396,-0.29907657,0.017095777,0.087130013,-0.105567994,0.279828019
AGAP3,0.352870235,0.136578805,0.569161664,-1.101974364,-1.428305647,-0.77564308,0.123981657,-0.034124874,0.282088187,0.167518752,-0.013752945,0.348790449
AGAP5,0.06600313,-0.098066681,0.230072942,-0.085750869,-0.390631879,0.219130142,0.200815562,-0.026894146,0.428525269,-0.215840455,-0.468006616,0.036325707
AGBL1,0.336030996,-0.031070901,0.703132893,-0.831450978,0,0,-0.387544855,-0.742793181,-0.032296529,0.071437482,-0.219532176,0.362407141
AGBL3,-0.075993334,-0.272782212,0.120795544,-0.579134624,-1.106626193,-0.051643056,0.508446504,0.18237535,0.834517657,0.121939812,-0.111156521,0.355036145
AGBL4,0.523907258,0.186281472,0.861533044,-0.653025811,-0.743922525,-0.562129096,0.088368854,-0.255945039,0.432682748,-0.292523513,-0.677805201,0.092758174
AGFG1,0.240396983,-0.048936282,0.529730248,0.034937076,-0.275448858,0.345323011,-0.134314492,-0.284890191,0.016261207,-0.06904822,-0.284443039,0.146346598
AGFG2,0.126004083,-0.059048874,0.311057039,-0.981074727,-1.347366143,-0.614783312,0.264159473,0.05823617,0.470082776,0.142881473,-0.013059898,0.298822844
AGGF1,-0.0642719,-0.210426914,0.081883114,-0.769547214,-1.187116837,-0.351977591,0.062584208,-0.159632444,0.284800861,0.411999895,0.21733073,0.60666906
AGK,0.330948992,0.105728166,0.556169818,-0.211039038,-0.559383245,0.13730517,0.098794265,-0.14087816,0.338466691,-0.237370063,-0.386717506,-0.08802262
AGL,-0.229052907,-0.36104811,-0.097057705,0.078133197,-0.309375802,0.465642196,0.001672477,-0.196499303,0.199844257,0.131120291,-0.104114411,0.366354994
AGMAT,0.04847028,-0.435199515,0.532140075,-0.373016731,-0.628202426,-0.117831036,0.124670882,-0.358378889,0.607720654,0.011607053,-0.222523518,0.245737623
AGO1,-0.253520137,-0.476818714,-0.03022156,-0.047911448,-0.303782568,0.207959672,0.642874568,0.421233366,0.864515769,-0.4019923,-0.55938576,-0.244598841
AGO2,0.405964116,0.264562905,0.547365327,0.328292904,0.016751267,0.639834542,-0.29408331,-0.480924668,-0.107241953,-0.1867897,-0.432474911,0.05889551
AGO3,0.058427379,-0.178064886,0.294919644,-0.246530838,-0.515610571,0.022548895,0.621099762,0.41055469,0.831644834,-0.51577572,-0.662293183,-0.369258258
AGO4,-0.040769989,-0.187212396,0.105672419,-0.060841437,-0.3848942,0.263211325,0.593628069,0.363886087,0.823370051,-0.507895356,-0.675457795,-0.340332917
AGPAT1,0.178985371,-0.031375262,0.389346004,-0.0091868,-0.406941025,0.388567425,0.074460035,-0.084523119,0.233443189,-0.194178484,-0.430246004,0.041889035
AGPAT2,-0.139628189,-0.44769294,0.168436561,0.335684501,-0.001067412,0.672436414,-0.005791961,-0.267712898,0.256128976,-0.064467458,-0.258392502,0.129457585
AGPAT3,-0.123076263,-0.300110297,0.053957772,0.397277485,-0.038896464,0.833451433,-0.124304294,-0.300573671,0.051965082,0.012793403,-0.195934378,0.221521185
AGPAT5,0.557932313,0.319805836,0.79605879,-0.382534758,-0.748815677,-0.016253838,-0.025610465,-0.230408001,0.179187072,-0.202638494,-0.352255921,-0.053021067
AGPS,0.008513103,-0.196924105,0.213950312,-0.205383096,-0.528070433,0.117304241,0.243205468,0.002355688,0.484055247,-0.136765186,-0.320681277,0.047150905
AGR2,-1.000693758,-1.142566781,-0.858820735,0.136988654,-0.146145758,0.420123066,0.622794412,0.443316941,0.802271882,0.085181347,-0.088307509,0.258670204
AGR3,-1.003712622,-1.139351621,-0.868073624,-0.343928542,-0.624694187,-0.063162897,0.748079204,0.59218668,0.903971728,0.2078395,0.041864632,0.373814368
AGRN,0.949859436,0.713467237,1.186251634,-0.304030267,-0.503913367,-0.104147168,-0.109821882,-0.319787559,0.100143794,-0.455133472,-0.587837202,-0.322429743
AGT,0.209413463,-0.000846933,0.419673858,-0.085817552,-0.336652779,0.165017675,0.053238804,-0.211875359,0.318352967,-0.165171841,-0.345773309,0.015429626
AGTPBP1,0.685071886,0.42407195,0.946071823,-0.385717285,-0.695332677,-0.076101893,-0.157306713,-0.298164466,-0.016448959,-0.201202441,-0.409165581,0.006760699
AGTRAP,0.298155233,0.09060458,0.505705886,0.10036679,-0.038143241,0.23887682,-0.106405027,-0.351797988,0.138987935,-0.171828336,-0.397554803,0.053898131
AGXT,0.732536644,0.335952096,1.129121192,-0.548179871,-1.088455098,-0.007904644,-0.253569424,-0.732169921,0.225031073,-0.088699481,-0.327103145,0.149704184
AGXT2,0.021805608,-0.209452437,0.253063652,-0.714450618,-1.26726678,-0.161634457,0.348413175,0.11255205,0.584274301,0.020939775,-0.181222839,0.223102389
AHCTF1,0.459866972,0.206367988,0.713365956,0.24203323,0.080298288,0.403768171,-0.385929432,-0.609237357,-0.162621507,-0.096067805,-0.288750546,0.096614936
AHCY,-0.273598659,-0.510786978,-0.036410341,0.142137351,-0.22843167,0.512706371,-0.06184376,-0.239066006,0.115378487,0.193397256,-0.0115716,0.398366111
AHCYL1,-0.419511036,-0.642430073,-0.196591999,-0.058181856,-0.253217728,0.136854015,0.581307391,0.357336742,0.80527804,-0.213362044,-0.400431889,-0.0262922
AHCYL2,-0.450901246,-0.692475455,-0.209327037,-0.20210109,-0.375142879,-0.029059301,0.569322914,0.351177694,0.787468133,-0.106374646,-0.293042648,0.080293357
